排名,名称,年份,发行商,北美销量(百万),欧洲销量(百万),日本销量(百万),其他地区销量(百万),全球销量(百万),类型,平台
15714,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,2015,Namco Bandai Games,0,0,0.02,0,0.02,动作,PlayStation 3
15715,Amagoushi no Yakata,2007,Nippon Ichi Software,0,0,0.02,0,0.02,冒险,PlayStation 2
15716,Aedis Eclipse: Generation of Chaos,2006,Idea Factory,0.02,0,0,0,0.02,角色扮演,PlayStation Portable
15717,This War of Mine,2016,Deep Silver,0,0.01,0,0,0.02,动作,PlayStation 4
15718,Franklin: A Birthday Surprise,2006,Game Factory,0.01,0.01,0,0,0.02,杂项,PlayStation 2
15719,Nil Admirari no Tenbin: Teito Genwaku Toukidan,2016,Idea Factory,0,0,0.02,0,0.02,冒险,PlayStation Vita
15720,Without Warning,,Capcom,0.01,0,0,0,0.02,射击,Xbox
15721,Marvel Superheroes 3D: Grandmaster's Challenge,2010,Neko Entertainment,0,0.01,0,0,0.02,动作,任天堂Wii
15722,Suzunone Seven: Rebirth Knot,2010,Alchemist,0,0,0.02,0,0.02,冒险,PlayStation 2
15723,Arslan: The Warriors of Legend,2016,Tecmo Koei,0.01,0,0,0,0.02,动作,Xbox One
15724,"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",2013,Idea Factory,0,0,0.02,0,0.02,冒险,PlayStation Portable
15725,Zoids Dash,2006,Tomy Corporation,0,0,0.02,0,0.02,角色扮演,任天堂DS
15726,Digimon Rumble Arena,2001,Namco Bandai Games,0.01,0.01,0,0,0.02,格斗,PlayStation
15727,Vitamin X Evolution Plus,2010,D3Publisher,0,0,0.02,0,0.02,冒险,PlayStation Portable
15728,Disciples III: Renaissance,2010,Kalypso Media,0,0.01,0,0,0.02,策略,个人电脑
15729,Revolution: 25th Anniversary Collection,2016,Koch Media,0,0.02,0,0,0.02,冒险,个人电脑
15730,MX vs. ATV Supercross Encore,2015,Nordic Games,0.02,0,0,0,0.02,体育,Xbox One
15731,Final Fight: Streetwise,2006,Capcom,0.01,0,0,0,0.02,动作,Xbox
15732,Goblin Commander: Unleash the Horde,2003,Jaleco,0.01,0,0,0,0.02,策略,任天堂GameCube
15733,Super Speed Machines,2009,Midas Interactive Entertainment,0.02,0,0,0,0.02,竞速,任天堂DS
15734,Nano Diver,2011,Takara Tomy,0,0,0.02,0,0.02,动作,PlayStation Portable
15735,Elkrone no Atelier: Dear for Otomate,2012,Idea Factory,0,0,0.02,0,0.02,动作,PlayStation Portable
15736,DJ Star,2009,Deep Silver,0.01,0,0,0,0.02,杂项,任天堂DS
15737,Top Gear RPM Tuning,2005,Wanadoo,0.01,0,0,0,0.02,竞速,Xbox
15738,Cookie & Cream,2007,505 Games,0.01,0,0,0,0.02,平台跳跃,任天堂DS
15739,Memories Off: Yubikiri no Kioku,2010,5pb,0,0,0.02,0,0.02,冒险,Xbox 360
15740,Otometeki Koi Kakumei * Love Revo!! DS,2008,GungHo,0,0,0.02,0,0.02,冒险,任天堂DS
15741,Clue / Mouse Trap / Perfection / Aggravation,2006,Unknown,0.02,0,0,0,0.02,杂项,任天堂DS
15742,Football Manager 2007,,Sega,0,0.01,0,0,0.02,体育,Xbox 360
15743,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,2015,Namco Bandai Games,0,0,0.02,0,0.02,动作,PlayStation 3
15744,Elven Legacy Collection,2010,Paradox Interactive,0,0.01,0,0,0.02,策略,个人电脑
15745,My Ballet Studio,2009,505 Games,0.01,0,0,0,0.02,模拟,任天堂DS
15746,Postman Pat: Special Delivery Service,2009,GSP,0,0.01,0,0,0.02,杂项,任天堂DS
15747,Cross + Channel,2010,CyberFront,0,0,0.02,0,0.02,冒险,PlayStation Portable
15748,LEGO Star Wars II: The Original Trilogy,2006,Activision,0,0.01,0,0,0.02,动作,个人电脑
15749,Summer Challenge: Athletics Tournament,2011,PQube,0,0.01,0,0,0.02,体育,任天堂Wii
15750,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,2010,Namco Bandai Games,0,0,0.02,0,0.02,杂项,任天堂DS
15751,Just Cause,2006,Eidos Interactive,0,0.01,0,0,0.02,动作,个人电脑
15752,Abunai: Koi no Sousa Shitsu,2015,Asgard,0,0,0.02,0,0.02,动作,PlayStation Vita
15753,Blazing Angels: Squadrons of WWII,2006,Ubisoft,0.01,0,0,0,0.02,模拟,个人电脑
15754,Let's Yoga!,2007,Konami Digital Entertainment,0,0,0.02,0,0.02,杂项,任天堂DS
15755,Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,2007,Marvelous Interactive,0,0,0.02,0,0.02,冒险,PlayStation 2
15756,Memories Off: Yubikiri no Kikou,2011,5pb,0,0,0.02,0,0.02,冒险,PlayStation Portable
15757,L.G.S: Shinsetsu Houshinengi,2012,Idea Factory,0,0,0.02,0,0.02,动作,PlayStation Portable
15758,Battle Engine Aquila,2003,Atari,0.01,0,0,0,0.02,射击,Xbox
15759,Turbo: Super Stunt Squad,2013,D3Publisher,0,0.02,0,0,0.02,体育,任天堂Wii
15760,Hurry Up Hedgehog!,2009,O-Games,0.02,0,0,0,0.02,竞速,任天堂DS
15761,Hands On! Tangrams,2009,Storm City Games,0.02,0,0,0,0.02,益智,任天堂DS
15762,Puzzle Chronicles,2010,Konami Digital Entertainment,0.01,0,0,0,0.02,益智,任天堂DS
15763,Discworld II: Mortality Bytes!,1996,Psygnosis,0.01,0.01,0,0,0.02,冒险,PlayStation
15764,One Piece Mansion,2001,Capcom,0.01,0.01,0,0,0.02,动作,PlayStation
15765,Uchi no 3 Shimai DS,2008,Culture Brain,0,0,0.02,0,0.02,杂项,任天堂DS
15766,Divinity: Original Sin,2014,Focus Home Interactive,0,0.02,0,0,0.02,角色扮演,个人电脑
15767,Soul Eater: Monotone Princess,2008,Square Enix,0,0,0.02,0,0.02,动作,任天堂Wii
15768,Strike Witches: Shirogane no Tsubasa,2010,CyberFront,0,0,0.02,0,0.02,策略,Xbox 360
15769,Big Idea's VeggieTales: LarryBoy and the Bad Apple,2006,Crave Entertainment,0.01,0,0,0,0.02,动作,任天堂Game Boy Advance
15770,Still Life 2,2009,Rondomedia,0,0.01,0,0,0.02,冒险,个人电脑
15771,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,2010,Hudson Soft,0,0,0.02,0,0.02,动作,任天堂DS
15772,Clock Zero: Shuuen no Ichibyou - ExTime,2015,Idea Factory,0,0,0.02,0,0.02,动作,PlayStation Vita
15773,Moujuutsukai to Oujisama,2010,Idea Factory,0,0,0.02,0,0.02,冒险,PlayStation 2
15774,Root Infinity Rexx,2015,Idea Factory,0,0,0.02,0,0.02,冒险,PlayStation Vita
15775,Cube,2007,D3Publisher,0.02,0,0,0,0.02,益智,PlayStation Portable
15776,Shinseiki GPX Cyber Formula: Road To The INFINITY 4,2007,Sunrise Interactive,0,0,0.02,0,0.02,竞速,PlayStation 2
15777,Army Men: Major Malfunction,2006,Global Star,0.01,0,0,0,0.02,射击,Xbox
15778,Dunamis 15,2011,5pb,0,0,0.02,0,0.02,冒险,Xbox 360
15779,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,2007,Gakken,0,0,0.02,0,0.02,杂项,任天堂DS
15780,Worms World Party,2001,Virgin Interactive,0,0.01,0,0,0.02,策略,个人电脑
15781,Yoake Yori Ruriiro na Portable,2010,Kadokawa Shoten,0,0,0.02,0,0.02,冒险,PlayStation Portable
15782,Big Bass Fishing,2002,Take-Two Interactive,0,0,0.02,0,0.02,动作,PlayStation
15783,Reine des Fleurs,2015,Idea Factory,0,0,0.02,0,0.02,动作,PlayStation Vita
15784,Gears of War,2007,Microsoft Game Studios,0,0.01,0,0,0.02,射击,个人电脑
15785,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,2007,Taito,0,0,0.02,0,0.02,模拟,任天堂Wii
15786,Namco Museum 50th Anniversary (JP sales),2005,Namco Bandai Games,0,0,0.02,0,0.02,杂项,PlayStation 2
15787,Gummy Bears Magical Medallion,2011,Storm City Games,0.02,0,0,0,0.02,平台跳跃,任天堂Wii
15788,Colin McRae Rally 2005,2004,Codemasters,0,0.01,0,0,0.02,竞速,个人电脑
15789,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,2009,Gust,0,0,0.02,0,0.02,角色扮演,PlayStation Portable
15790,LEGO Star Wars: The Video Game,2005,Eidos Interactive,0,0.01,0,0,0.02,动作,个人电脑
15791,"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",2016,,0,0,0.02,0,0.02,冒险,PlayStation Vita
15792,Dark Void,2010,Capcom,0,0.01,0,0,0.02,动作,个人电脑
15793,Chou!! Super Nep League DS,2008,Jaleco,0,0,0.02,0,0.02,体育,任天堂DS
15794,Irritating Stick,1998,Saurus,0.01,0.01,0,0,0.02,动作,PlayStation
15795,WTA Tour Tennis,2002,Konami Digital Entertainment,0.01,0,0,0,0.02,体育,任天堂Game Boy Advance
15796,Kaleidoeve,2015,HuneX,0,0,0.02,0,0.02,冒险,PlayStation Vita
15797,Judge Dredd: Dredd Vs Death,2003,Vivendi Games,0.01,0,0,0,0.02,射击,Xbox
15798,Star Trek: Legacy,2006,Ubisoft,0,0.01,0,0,0.02,模拟,个人电脑
15799,NHL 16,2015,Electronic Arts,0,0.02,0,0,0.02,体育,Xbox 360
15800,Wall-E,2008,THQ,0,0.01,0,0,0.02,平台跳跃,个人电脑
15801,Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,2006,D3Publisher,0,0,0.02,0,0.02,动作,PlayStation 2
15802,Davis Cup Tennis,2002,Ubisoft,0.01,0,0,0,0.02,体育,任天堂Game Boy Advance
15803,Pro Rally,2002,Ubisoft,0.01,0,0,0,0.02,竞速,任天堂GameCube
15804,XCOM 2,2016,Take-Two Interactive,0.01,0.01,0,0,0.02,策略,Xbox One
15805,Football Academy,2009,Electronic Arts,0,0.01,0,0,0.02,体育,任天堂DS
15806,Kimi ni Todoke: Sodateru Omoi,2009,Banpresto,0,0,0.02,0,0.02,冒险,任天堂DS
15807,Call of Duty: Modern Warfare Trilogy,2016,Activision,0.01,0.01,0,0,0.02,射击,Xbox 360
15808,Let's Pilates!,2007,Konami Digital Entertainment,0.02,0,0,0,0.02,杂项,任天堂DS
15809,Memories Off #5: Encore,2007,CyberFront,0,0,0.02,0,0.02,冒险,PlayStation 2
15810,Brave Story: Boku no Kioku to Negai,2006,Namco Bandai Games,0,0,0.02,0,0.02,角色扮演,任天堂DS
15811,Zombie Hunters 2,2006,Essential Games,0,0,0.02,0,0.02,动作,PlayStation 2
15812,WRC 5: FIA World Rally Championship,2015,Bigben Interactive,0,0.02,0,0,0.02,体育,Xbox 360
15813,Custom Drive,2012,D3Publisher,0,0,0.02,0,0.02,动作,PlayStation Portable
15814,Ferrari: The Race Experience,,System 3 Arcade Software,0,0.01,0,0,0.02,竞速,任天堂Wii
15815,Tsuyo Kiss 2 Gakki: Swift Love,2009,Revolution (Japan),0,0,0.02,0,0.02,冒险,PlayStation 2
15816,Achtung Panzer: Kharkov 1943,2010,Mamba Games,0,0.01,0,0,0.02,策略,个人电脑
15817,Konductra,2006,O3 Entertainment,0.02,0,0,0,0.02,益智,任天堂DS
15818,Samurai Jack: The Shadow of Aku,2004,Sega,0.01,0,0,0,0.02,动作,任天堂GameCube
15819,Winning Post 7 2013,2013,Tecmo Koei,0,0,0.02,0,0.02,体育,PlayStation Vita
15820,Platypus,2006,Funsta,0.02,0,0,0,0.02,射击,PlayStation Portable
15821,Command & Conquer 4: Tiberian Twilight,2010,Electronic Arts,0,0.01,0,0,0.02,策略,个人电脑
15822,The Incredibles: Rise of the Underminer,2005,THQ,0.01,0,0,0,0.02,动作,个人电脑
15823,Winter Sports 3: The Great Tournament,2010,Tradewest,0,0.01,0,0,0.02,体育,Xbox 360
15824,Farm Frenzy,2008,Mumbo Jumbo,0.01,0,0,0,0.02,策略,个人电脑
15825,Ore wa Shoujo Mangaka,2012,Giza10,0,0,0.02,0,0.02,动作,PlayStation Portable
15826,Busou Renkin: Youkoso Papillon Park e,2007,Marvelous Interactive,0,0,0.02,0,0.02,动作,PlayStation 2
15827,A Vampyre Story,2008,Crimson Cow,0,0.01,0,0,0.02,冒险,个人电脑
15828,Puyo Puyo Tetris,2014,Sega,0,0,0.02,0,0.02,益智,任天堂Wii U
15829,Exhibition Volume 6,2004,Microsoft Game Studios,0.01,0,0,0,0.02,杂项,Xbox
15830,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,2008,Sega,0,0,0.02,0,0.02,杂项,任天堂DS
15831,The Haunted: Hell's Reach,2011,Visco,0.02,0,0,0,0.02,射击,个人电脑
15832,Phoenix Wright: Ace Attorney Trilogy,2014,Capcom,0,0,0.02,0,0.02,冒险,任天堂3DS
15833,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,2011,Disney Interactive Studios,0,0,0.02,0,0.02,杂项,任天堂DS
15834,LifeSigns: Surgical Unit,2005,JoWood Productions,0.01,0.01,0,0,0.02,模拟,任天堂DS
15835,I Love Horses: Rider's Paradise,2010,Destineer,0.02,0,0,0,0.02,模拟,任天堂Wii
15836,Kao the Kangaroo Round 2,2005,JoWood Productions,0.01,0,0,0,0.02,平台跳跃,任天堂GameCube
15837,Majesty 2 Collection,2011,Paradox Interactive,0,0.01,0,0,0.02,策略,个人电脑
15838,Sniper Elite,2005,MC2 Entertainment,0,0.01,0,0,0.02,射击,个人电脑
15839,The Dark Hills of Cherai,2009,Unknown,0,0.01,0,0,0.02,益智,个人电脑
15840,FIFA Soccer 08,2007,Electronic Arts,0,0.01,0,0,0.02,体育,个人电脑
15841,Zoey 101: Field Trip Fiasco,2007,THQ,0.02,0,0,0,0.02,动作,任天堂DS
15842,Dream C Club: GoGo,2014,D3Publisher,0,0,0.02,0,0.02,冒险,PlayStation 3
15843,Battle Spirits: Hero's Soul,2010,Namco Bandai Games,0,0,0.02,0,0.02,角色扮演,PlayStation Portable
15844,Usavichi: Game no Jikan,2011,Namco Bandai Games,0,0,0.02,0,0.02,动作,任天堂DS
15845,Pachi-Slot Higrashi no Naku Koro ni Matsuri,2010,Alchemist,0,0,0.02,0,0.02,杂项,PlayStation 2
15846,Otona no Renai Shousetsu: Harlequin Selection,2010,Nintendo,0,0,0.02,0,0.02,杂项,任天堂DS
15847,White Album 2: Shiawase no Mukougawa,2013,Aqua Plus,0,0,0.02,0,0.02,冒险,PlayStation Vita
15848,W.L.O. Sekai Renai Kikousen,2010,5pb,0,0,0.02,0,0.02,冒险,Xbox 360
15849,Psychedelica of the Black Butterfly,2015,Idea Factory,0,0,0.02,0,0.02,动作,PlayStation Vita
15850,Final Fantasy XI: All-In-One Pack 2006,2006,Square Enix,0,0,0.02,0,0.02,角色扮演,Xbox 360
15851,Joint Operations: Combined Arms,2009,NovaLogic,0.01,0,0,0,0.02,射击,个人电脑
15852,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,2010,Alvion,0,0,0.02,0,0.02,杂项,任天堂DS
15853,Winning Post 7: Maximum 2007,2007,Tecmo Koei,0,0,0.02,0,0.02,体育,PlayStation 3
15854,Monster Trux Offroad,2007,Popcorn Arcade,0.01,0,0,0,0.02,竞速,任天堂Wii
15855,Assault Suit Leynos,2016,Rising Star Games,0.01,0,0,0,0.02,射击,PlayStation 4
15856,Dragon Booster,2005,Konami Digital Entertainment,0.02,0,0,0,0.02,射击,任天堂DS
15857,Germany's Next Topmodel 2011,2011,7G//AMES,0,0.01,0,0,0.02,模拟,任天堂DS
15858,Drakensang: The Dark Eye,2009,Eidos Interactive,0.01,0,0,0,0.02,角色扮演,个人电脑
15859,Storm Lover 2nd,2013,D3Publisher,0,0,0.02,0,0.02,杂项,PlayStation Portable
15860,Kadenz fermata//Akkord:fortissimo,2014,5pb,0,0,0.02,0,0.02,冒险,PlayStation Vita
15861,DuckTales: Remastered,2013,Capcom,0,0.01,0,0,0.02,动作,个人电脑
15862,Transformers: Prime,2012,Activision,0,0.01,0,0,0.02,动作,任天堂Wii
15863,Contrast,2013,Focus Home Interactive,0,0.01,0,0,0.02,平台跳跃,个人电脑
15864,Arcana Famiglia 2,2013,Comfort,0,0,0.02,0,0.02,冒险,PlayStation Portable
15865,Taishou Moebius Line Vitable,2016,dramatic create,0,0,0.02,0,0.02,冒险,PlayStation Vita
15866,Gaist Crusher God,2014,Capcom,0,0,0.02,0,0.02,动作,任天堂3DS
15867,Shinkyoku Soukai Polyphonica,2007,Prototype,0,0,0.02,0,0.02,冒险,PlayStation 2
15868,PDC World Championship Darts 2008,,Unknown,0.01,0,0,0,0.02,体育,任天堂DS
15869,San Goku Shi DS 2,2007,Tecmo Koei,0,0,0.02,0,0.02,策略,任天堂DS
15870,Strongest Tokyo University Shogi DS,1985,Mycom,0,0,0.02,0,0.02,动作,任天堂DS
15871,Shin Sangoku Musou Online: Souten Ranbu,2010,Tecmo Koei,0,0,0.02,0,0.02,动作,PlayStation 3
15872,Elven Legacy,2009,Paradox Interactive,0.01,0,0,0,0.02,策略,个人电脑
15873,V-Rally 3,2003,Atari,0.01,0,0,0,0.02,竞速,Xbox
15874,Full House Kiss 2,2006,Capcom,0,0,0.02,0,0.02,冒险,PlayStation 2
15875,Dead to Rights,2004,Zoo Digital Publishing,0.01,0,0,0,0.02,射击,任天堂Game Boy Advance
15876,Thunder Force VI,2008,Sega,0,0,0.02,0,0.02,射击,PlayStation 2
15877,Majesty 2: The Fantasy Kingdom Sim,2009,Paradox Interactive,0.01,0,0,0,0.02,模拟,个人电脑
15878,Turbo: Super Stunt Squad,2013,D3Publisher,0,0.01,0,0,0.02,体育,任天堂3DS
15879,Dinotopia: The Sunstone Odyssey,,Unknown,0.01,0,0,0,0.02,动作,任天堂GameCube
15880,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,2010,Paon,0,0,0.02,0,0.02,杂项,PlayStation Portable
15881,Dance! It's Your Stage,,DTP Entertainment,0,0.01,0,0,0.02,杂项,任天堂Wii
15882,PachiPara 3D,2011,Irem Software Engineering,0,0,0.02,0,0.02,杂项,任天堂3DS
15883,Command & Conquer Collection,2003,Electronic Arts,0.01,0,0,0,0.02,策略,个人电脑
15884,Kiss Bell,2014,Giga,0,0,0.02,0,0.02,冒险,PlayStation Vita
15885,Earth Defense Force 2017 (old JP sales),2006,D3Publisher,0,0,0.02,0,0.02,射击,Xbox 360
15886,Sengoku Hime: Senran ni Mau Otometachi,2009,Yeti,0,0,0.02,0,0.02,冒险,PlayStation 2
15887,GTI Club: Supermini Festa!,2010,Konami Digital Entertainment,0.01,0,0,0,0.02,竞速,任天堂Wii
15888,MuvLuv Double Pack,2016,5pb,0,0,0.02,0,0.02,冒险,PlayStation Vita
15889,Koihime Enbu,2016,Yeti,0,0,0.02,0,0.02,格斗,PlayStation 4
15890,Romance of the Three Kingdoms XII,2012,Tecmo Koei,0,0,0.02,0,0.02,策略,任天堂Wii U
15891,Worldwide Soccer Manager 2006,2004,Sega,0,0.01,0,0,0.02,体育,个人电脑
15892,Sora no Otoshimono Forte: Dreamy Season,2011,Kadokawa Shoten,0,0,0.02,0,0.02,冒险,任天堂DS
15893,Mission: Impossible - Operation Surma,2004,Atari,0.01,0,0,0,0.02,平台跳跃,任天堂GameCube
15894,Trigger Man,2004,Crave Entertainment,0.01,0,0,0,0.02,射击,任天堂GameCube
15895,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,2006,Takara Tomy,0,0,0.02,0,0.02,动作,任天堂DS
15896,Hiiro no Kakera Portable,2008,Idea Factory,0,0,0.02,0,0.02,冒险,PlayStation Portable
15897,Antz Extreme Racing,2002,Empire Interactive,0.01,0,0,0,0.02,竞速,Xbox
15898,Enemy Territory: Quake Wars,2007,Activision,0.01,0,0,0,0.02,射击,个人电脑
15899,Truck Racer,2009,Nordic Games,0,0.01,0,0,0.02,竞速,任天堂Wii
15900,The Sims 4: Luxury Party Stuff,2015,Electronic Arts,0,0.01,0,0,0.02,模拟,个人电脑
15901,"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",2008,ASCII Media Works,0,0,0.02,0,0.02,冒险,PlayStation 2
15902,Triggerheart Exelica,2007,Warashi,0,0,0.02,0,0.02,射击,世嘉Dreamcast
15903,Jet Impulse,,Nintendo,0,0,0.02,0,0.02,模拟,任天堂DS
15904,Games Explosion!,2006,THQ,0.01,0,0,0,0.02,动作,任天堂Game Boy Advance
15905,Tennis no Oji-Sama: Card Hunter,2007,Konami Digital Entertainment,0,0,0.02,0,0.02,策略,PlayStation 2
15906,Portable Island: Tenohira Resort,2006,Namco Bandai Games,0,0,0.02,0,0.02,模拟,PlayStation Portable
15907,Night Wizard the Video Game: Denial of the World,2008,5pb,0,0,0.02,0,0.02,冒险,PlayStation 2
15908,Sengoku Efuda Yuugi: Hototogisu Ran,2008,Irem Software Engineering,0,0,0.02,0,0.02,杂项,PlayStation Portable
15909,Tokyo Friend Park II DS,2006,Rocket Company,0,0,0.02,0,0.02,杂项,任天堂DS
15910,Saenai Kanojo no Sodatekata: Blessing Flowers,2015,5pb,0,0,0.02,0,0.02,动作,PlayStation Vita
15911,Adventure Time: The Secret of the Nameless,2014,Little Orbit,0.01,0,0,0,0.02,冒险,任天堂3DS
15912,Kao the Kangaroo Round 2,2005,JoWood Productions,0.01,0.01,0,0,0.02,平台跳跃,PlayStation 2
15913,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,2010,Idea Factory,0,0,0.02,0,0.02,冒险,PlayStation Portable
15914,Robopon 2: Ring Version,2001,Hudson Entertainment,0.01,0,0,0,0.02,角色扮演,任天堂Game Boy Advance
15915,Evil Genius,2004,Vivendi Games,0,0.01,0,0,0.02,策略,个人电脑
15916,Dragon Tales: Dragon Adventures,2003,NewKidCo,0.01,0,0,0,0.02,平台跳跃,任天堂Game Boy Advance
15917,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,2008,System Soft,0,0,0.02,0,0.02,冒险,PlayStation Portable
15918,Dream Dancer,,,0.01,0,0,0,0.02,杂项,任天堂DS
15919,Powerbike,2009,Majesco Entertainment,0.01,0,0,0,0.02,竞速,任天堂DS
15920,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,2011,Gust,0,0,0.02,0,0.02,角色扮演,PlayStation Portable
15921,Magic Encyclopedia: Moonlight,2010,Foreign Media Games,0,0.01,0,0,0.02,杂项,任天堂DS
15922,Rayman 10th Anniversary,2005,Ubisoft,0.01,0,0,0,0.02,平台跳跃,任天堂Game Boy Advance
15923,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,2010,Starfish,0,0,0.02,0,0.02,角色扮演,任天堂DS
15924,Online Chess Kingdoms,2006,Konami Digital Entertainment,0.01,0,0,0,0.02,杂项,PlayStation Portable
15925,Gaku ? Ou: The Royal Seven Stars,2012,Alchemist,0,0,0.02,0,0.02,角色扮演,PlayStation Portable
15926,Pillars of Eternity,2014,Paradox Interactive,0,0.01,0,0,0.02,角色扮演,个人电脑
15927,RollerCoaster Tycoon: Gold Edition,2002,Infogrames,0.01,0,0,0,0.02,策略,个人电脑
15928,Professional Farmer 2016,2015,Namco Bandai Games,0,0.01,0,0,0.02,动作,PlayStation 4
15929,Storm Lover Kai!!,2012,D3Publisher,0,0,0.02,0,0.02,动作,PlayStation Portable
15930,Race Driver: Create & Race,2007,Codemasters,0.01,0,0,0,0.02,竞速,任天堂DS
15931,Nurarihyon no Mago: Hyakki Ryouran Taisen,2011,Konami Digital Entertainment,0,0,0.02,0,0.02,格斗,PlayStation 3
15932,Minna to Issho,2011,Sony Computer Entertainment,0,0,0.02,0,0.02,杂项,PlayStation Vita
15933,Harukanaru Toki no Naka de 6,2015,Tecmo Koei,0,0,0.02,0,0.02,动作,PlayStation Portable
15934,Hummer Badlands,2006,Global Star,0.01,0,0,0,0.02,竞速,Xbox
15935,I Doll U,2015,Idea Factory,0,0,0.02,0,0.02,冒险,PlayStation Vita
15936,Enkaku Sousa: Sana e no 23 Hiai,2009,Sony Computer Entertainment,0,0,0.02,0,0.02,冒险,PlayStation Portable
15937,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,2008,Takara Tomy,0,0,0.02,0,0.02,动作,任天堂DS
15938,Pippa Funnell 2: Farm Adventures,2007,Ubisoft,0,0.01,0,0,0.02,模拟,任天堂DS
15939,Iron Soldier 3,1999,Telegames,0.01,0.01,0,0,0.02,模拟,PlayStation
15940,Oyaku de Asoberu DS Ehon: Ukkari Penelope,2008,Tecmo Koei,0,0,0.02,0,0.02,模拟,任天堂DS
15941,Space Invaders Revolution,2005,Rising Star Games,0.01,0,0,0,0.02,射击,任天堂DS
15942,Barbie and Her Sisters Puppy Rescue,2015,Namco Bandai Games,0,0.01,0,0,0.02,动作,PlayStation 3
15943,Worms: WMD,2016,Sold Out,0.01,0.01,0,0,0.02,动作,PlayStation 4
15944,Myst,2006,Midway Games,0,0.01,0,0,0.02,冒险,PlayStation Portable
15945,UNO 52,2006,Zoo Digital Publishing,0.01,0,0,0,0.02,杂项,任天堂DS
15946,Tiger & Bunny: Hero's Day,2013,D3Publisher,0,0,0.02,0,0.02,动作,PlayStation Portable
15947,Storm Lover 2nd V,2016,D3Publisher,0,0,0.02,0,0.02,冒险,PlayStation Vita
15948,Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,2014,Prototype,0,0,0.02,0,0.02,冒险,PlayStation Vita
15949,Touhou Genso Rondo: Bullet Ballet,2016,Nippon Ichi Software,0.01,0,0,0,0.02,射击,PlayStation 4
15950,Accel World: Kasoku no Chouten,2013,Namco Bandai Games,0,0,0.02,0,0.02,冒险,PlayStation 3
15951,Poupee Girl DS,2009,Alvion,0,0,0.02,0,0.02,杂项,任天堂DS
15952,Pachinko Kaou: Misora Hibari,2007,Hackberry,0,0,0.02,0,0.02,杂项,PlayStation 2
15953,Just Cause,2006,Eidos Interactive,0.01,0.01,0,0,0.02,动作,PlayStation 2
15954,Choro Q,2003,Zoo Digital Publishing,0.01,0.01,0,0,0.02,竞速,PlayStation 2
15955,Narcissus: Moshimo Ashita ga Runara,2010,Kadokawa Shoten,0,0,0.02,0,0.02,冒险,PlayStation Portable
15956,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,2015,Namco Bandai Games,0,0,0.02,0,0.02,动作,PlayStation Vita
